( fax: [
    customer_id("ALFKI"), "030-0076545";
    order_id(10351), product_id(38), 20;
    order_id(10351), product_id(41), 13;
    order_id(10351), product_id(44), 77;
    order_id(10351), product_id(65), 10;
    order_id(10352), product_id(24), 10;
    order_id(10352), product_id(54), 20;
    order_id(10353), product_id(11), 12;
    order_id(10353), product_id(38), 50;
    order_id(10354), product_id(1), 12;
    order_id(10354), product_id(29), 4;
    order_id(10355), product_id(24), 25;
    order_id(10355), product_id(57), 25;
    order_id(10356), product_id(31), 30;
    order_id(10356), product_id(55), 12;
    order_id(10356), product_id(69), 20;
    order_id(10357), product_id(10), 30;
    order_id(10357), product_id(26), 16;
    order_id(10357), product_id(60), 8;
    order_id(10358), product_id(24), 10;
    order_id(10358), product_id(34), 10;
    order_id(10358), product_id(36), 20;
    order_id(10359), product_id(16), 56;
    order_id(10359), product_id(31), 70;
    order_id(10359), product_id(60), 80;
    order_id(10360), product_id(28), 30;
    order_id(10360), product_id(29), 35;
    order_id(10360), product_id(38), 10;
    order_id(10360), product_id(49), 35;
    order_id(10360), product_id(54), 28;
    order_id(10361), product_id(39), 54;
    order_id(10361), product_id(60), 55;
    order_id(10362), product_id(25), 50;
    order_id(10362), product_id(51), 20;
    order_id(10362), product_id(54), 24;
    order_id(10363), product_id(31), 20;
    order_id(10363), product_id(75), 12;
    order_id(10363), product_id(76), 12;
    order_id(10364), product_id(69), 30;
    order_id(10364), product_id(71), 5;
    order_id(10365), product_id(11), 24;
    order_id(10366), product_id(65), 5;
    order_id(10366), product_id(77), 5;
    order_id(10367), product_id(34), 36;
    order_id(10367), product_id(54), 18;
    order_id(10367), product_id(65), 15;
    order_id(10367), product_id(77), 7;
    order_id(10368), product_id(21), 5;
    order_id(10368), product_id(28), 13;
    order_id(10368), product_id(57), 25;
    order_id(10368), product_id(64), 35;
    order_id(10369), product_id(29), 20;
    order_id(10369), product_id(56), 18;
    order_id(10370), product_id(1), 15;
    order_id(10370), product_id(64), 30;
    order_id(10370), product_id(74), 20;
    order_id(10371), product_id(36), 6;
    order_id(10372), product_id(20), 12;
    order_id(10372), product_id(38), 40;
    order_id(10372), product_id(60), 70;
    order_id(10372), product_id(72), 42;
    order_id(10373), product_id(58), 80;
    order_id(10373), product_id(71), 50;
    order_id(10374), product_id(31), 30;
    order_id(10374), product_id(58), 15;
    order_id(10375), product_id(14), 15;
    order_id(10375), product_id(54), 10;
    order_id(10376), product_id(31), 42;
    order_id(10377), product_id(28), 20;
    order_id(10377), product_id(39), 20;
    order_id(10378), product_id(71), 6;
    order_id(10379), product_id(41), 8;
    order_id(10379), product_id(63), 16;
    order_id(10379), product_id(65), 20;
    order_id(10380), product_id(30), 18;
    order_id(10380), product_id(53), 20;
    order_id(10380), product_id(60), 6;
    order_id(10380), product_id(70), 30;
    order_id(10381), product_id(74), 14;
    order_id(10382), product_id(5), 32;
    order_id(10382), product_id(18), 9;
    order_id(10382), product_id(29), 14;
    order_id(10382), product_id(33), 60;
    order_id(10382), product_id(74), 50;
    order_id(10383), product_id(13), 20;
    order_id(10383), product_id(50), 15;
    order_id(10383), product_id(56), 20;
    order_id(10384), product_id(20), 28;
    order_id(10384), product_id(60), 15;
    order_id(10385), product_id(7), 10;
    order_id(10385), product_id(60), 20;
    order_id(10385), product_id(68), 8;
    order_id(10386), product_id(24), 15;
    order_id(10386), product_id(34), 10;
    order_id(10387), product_id(24), 15;
    order_id(10387), product_id(28), 6;
    order_id(10387), product_id(59), 12;
    order_id(10387), product_id(71), 15;
    order_id(10388), product_id(45), 15;
    order_id(10388), product_id(52), 20;
    order_id(10388), product_id(53), 40;
    order_id(10389), product_id(10), 16;
    order_id(10389), product_id(55), 15;
    order_id(10389), product_id(62), 20;
    order_id(10389), product_id(70), 30;
    order_id(10390), product_id(31), 60;
    order_id(10390), product_id(35), 40;
    order_id(10390), product_id(46), 45;
    order_id(10390), product_id(72), 24;
    order_id(10391), product_id(13), 18;
    order_id(10392), product_id(69), 50;
    order_id(10393), product_id(2), 25;
    order_id(10393), product_id(14), 42;
    order_id(10393), product_id(25), 7;
    order_id(10393), product_id(26), 70;
    order_id(10393), product_id(31), 32;
    order_id(10394), product_id(13), 10;
    order_id(10394), product_id(62), 10;
    order_id(10395), product_id(46), 28;
    order_id(10395), product_id(53), 70;
    order_id(10395), product_id(69), 8;
    order_id(10396), product_id(23), 40;
    order_id(10396), product_id(71), 60;
    order_id(10396), product_id(72), 21;
    order_id(10397), product_id(21), 10;
    order_id(10397), product_id(51), 18;
    order_id(10398), product_id(35), 30;
    order_id(10398), product_id(55), 120;
    order_id(10399), product_id(68), 60;
    order_id(10399), product_id(71), 30;
    order_id(10399), product_id(76), 35;
    order_id(10399), product_id(77), 14;
    order_id(10400), product_id(29), 21;
    order_id(10400), product_id(35), 35;
    order_id(10400), product_id(49), 30;
    order_id(10401), product_id(30), 18;
    order_id(10401), product_id(56), 70;
    order_id(10401), product_id(65), 20;
    order_id(10401), product_id(71), 60;
    order_id(10402), product_id(23), 60;
    order_id(10402), product_id(63), 65;
    order_id(10403), product_id(16), 21;
    order_id(10403), product_id(48), 70;
    order_id(10404), product_id(26), 30;
    order_id(10404), product_id(42), 40;
    order_id(10404), product_id(49), 30;
    order_id(10405), product_id(3), 50;
    order_id(10406), product_id(1), 10;
    order_id(10406), product_id(21), 30;
    order_id(10406), product_id(28), 42;
    order_id(10406), product_id(36), 5;
    order_id(10406), product_id(40), 2;
    order_id(10407), product_id(11), 30;
    order_id(10407), product_id(69), 15;
    order_id(10407), product_id(71), 15;
    order_id(10408), product_id(37), 10;
    order_id(10408), product_id(54), 6;
    order_id(10408), product_id(62), 35;
    order_id(10409), product_id(14), 12;
    order_id(10409), product_id(21), 12;
    order_id(10410), product_id(33), 49;
    order_id(10410), product_id(59), 16;
    order_id(10411), product_id(41), 25;
    order_id(10411), product_id(44), 40;
    order_id(10411), product_id(59), 9;
    order_id(10412), product_id(14), 20;
    order_id(10413), product_id(1), 24;
    order_id(10413), product_id(62), 40;
    order_id(10413), product_id(76), 14;
    order_id(10414), product_id(19), 18;
    order_id(10414), product_id(33), 50;
    order_id(10415), product_id(17), 2;
    order_id(10415), product_id(33), 20;
    order_id(10416), product_id(19), 20;
    order_id(10416), product_id(53), 10;
    order_id(10416), product_id(57), 20;
    order_id(10417), product_id(38), 50;
    order_id(10417), product_id(46), 2;
    order_id(10417), product_id(68), 36;
    order_id(10417), product_id(77), 35;
    order_id(10418), product_id(2), 60;
    order_id(10418), product_id(47), 55;
    order_id(10418), product_id(61), 16;
    order_id(10418), product_id(74), 15;
    order_id(10419), product_id(60), 60;
    order_id(10419), product_id(69), 20;
    order_id(10420), product_id(9), 20;
    order_id(10420), product_id(13), 2;
    order_id(10420), product_id(70), 8;
    order_id(10420), product_id(73), 20;
    order_id(10421), product_id(19), 4;
    order_id(10421), product_id(26), 30;
    order_id(10421), product_id(53), 15;
    order_id(10421), product_id(77), 10;
    order_id(10422), product_id(26), 2;
    order_id(10423), product_id(31), 14;
    order_id(10423), product_id(59), 20;
    order_id(10424), product_id(35), 60;
    order_id(10424), product_id(38), 49;
    order_id(10424), product_id(68), 30;
    order_id(10425), product_id(55), 10;
    order_id(10425), product_id(76), 20;
    order_id(10426), product_id(56), 5;
    order_id(10426), product_id(64), 7;
    order_id(10427), product_id(14), 35;
    order_id(10428), product_id(46), 20;
    order_id(10429), product_id(50), 40;
    order_id(10429), product_id(63), 35;
    order_id(10430), product_id(17), 45;
    order_id(10430), product_id(21), 50;
    order_id(10430), product_id(56), 30;
    order_id(10430), product_id(59), 70;
    order_id(10431), product_id(17), 50;
    order_id(10431), product_id(40), 50;
    order_id(10431), product_id(47), 30;
    order_id(10432), product_id(26), 10;
    order_id(10432), product_id(54), 40;
    order_id(10433), product_id(56), 28;
    order_id(10434), product_id(11), 6;
    order_id(10434), product_id(76), 18;
    order_id(10435), product_id(2), 10;
    order_id(10435), product_id(22), 12;
    order_id(10435), product_id(72), 10;
    order_id(10436), product_id(46), 5;
    order_id(10436), product_id(56), 40;
    order_id(10436), product_id(64), 30;
    order_id(10436), product_id(75), 24;
    order_id(10437), product_id(53), 15;
    order_id(10438), product_id(19), 15;
    order_id(10438), product_id(34), 20;
    order_id(10438), product_id(57), 15;
    order_id(10439), product_id(12), 15;
    order_id(10439), product_id(16), 16;
    order_id(10439), product_id(64), 6;
    order_id(10439), product_id(74), 30;
    order_id(10440), product_id(2), 45;
    order_id(10440), product_id(16), 49;
    order_id(10440), product_id(29), 24;
    order_id(10440), product_id(61), 90;
    order_id(10441), product_id(27), 50;
    order_id(10442), product_id(11), 30;
    order_id(10442), product_id(54), 80;
    order_id(10442), product_id(66), 60;
    order_id(10443), product_id(11), 6;
    order_id(10443), product_id(28), 12;
    order_id(10444), product_id(17), 10;
    order_id(10444), product_id(26), 15;
    order_id(10444), product_id(35), 8;
    order_id(10444), product_id(41), 30;
    order_id(10445), product_id(39), 6;
    order_id(10445), product_id(54), 15;
    order_id(10446), product_id(19), 12;
    order_id(10446), product_id(24), 20;
    order_id(10446), product_id(31), 3;
    order_id(10446), product_id(52), 15;
    order_id(10447), product_id(19), 40;
    order_id(10447), product_id(65), 35;
    order_id(10447), product_id(71), 2;
    order_id(10448), product_id(26), 6;
    order_id(10448), product_id(40), 20;
    order_id(10449), product_id(10), 14;
    order_id(10449), product_id(52), 20;
    order_id(10449), product_id(62), 35;
    order_id(10450), product_id(10), 20;
    order_id(10450), product_id(54), 6;
    order_id(10451), product_id(55), 120;
    order_id(10451), product_id(64), 35;
    order_id(10451), product_id(65), 28;
    order_id(10451), product_id(77), 55;
    order_id(10452), product_id(28), 15;
    order_id(10452), product_id(44), 100;
    order_id(10453), product_id(48), 15;
    order_id(10453), product_id(70), 25;
    order_id(10454), product_id(16), 20;
    order_id(10454), product_id(33), 20;
    order_id(10454), product_id(46), 10;
    order_id(10455), product_id(39), 20;
    order_id(10455), product_id(53), 50;
    order_id(10455), product_id(61), 25;
    order_id(10455), product_id(71), 30;
    order_id(10456), product_id(21), 40;
    order_id(10456), product_id(49), 21;
    order_id(10457), product_id(59), 36;
    order_id(10458), product_id(26), 30;
    order_id(10458), product_id(28), 30;
    order_id(10458), product_id(43), 20;
    order_id(10458), product_id(56), 15;
    order_id(10458), product_id(71), 50;
    order_id(10459), product_id(7), 16;
    order_id(10459), product_id(46), 20;
    order_id(10459), product_id(72), 40;
    order_id(10460), product_id(68), 21;
    order_id(10460), product_id(75), 4;
    order_id(10461), product_id(21), 40;
    order_id(10461), product_id(30), 28;
    order_id(10461), product_id(55), 60;
    order_id(10462), product_id(13), 1;
    order_id(10462), product_id(23), 21;
    order_id(10463), product_id(19), 21;
    order_id(10463), product_id(42), 50;
    order_id(10464), product_id(4), 16;
    order_id(10464), product_id(43), 3;
    order_id(10464), product_id(56), 30;
    order_id(10464), product_id(60), 20;
    order_id(10465), product_id(24), 25;
    order_id(10465), product_id(29), 18;
    order_id(10465), product_id(40), 20;
    order_id(10465), product_id(45), 30;
    order_id(10465), product_id(50), 25;
    order_id(10466), product_id(11), 10;
    order_id(10466), product_id(46), 5;
    order_id(10467), product_id(24), 28;
    order_id(10467), product_id(25), 12;
    order_id(10468), product_id(30), 8;
    order_id(10468), product_id(43), 15;
    order_id(10469), product_id(2), 40;
    order_id(10469), product_id(16), 35;
    order_id(10469), product_id(44), 2;
    order_id(10470), product_id(18), 30;
    order_id(10470), product_id(23), 15;
    order_id(10470), product_id(64), 8;
    order_id(10471), product_id(7), 30;
    order_id(10471), product_id(56), 20;
    order_id(10472), product_id(24), 80;
    order_id(10472), product_id(51), 18;
    order_id(10473), product_id(33), 12;
    order_id(10473), product_id(71), 12;
    order_id(10474), product_id(14), 12;
    order_id(10474), product_id(28), 18;
    order_id(10474), product_id(40), 21;
    order_id(10474), product_id(75), 10;
    order_id(10475), product_id(31), 35;
    order_id(10475), product_id(66), 60;
    order_id(10475), product_id(76), 42;
    order_id(10476), product_id(55), 2;
    order_id(10476), product_id(70), 12;
    order_id(10477), product_id(1), 15;
    order_id(10477), product_id(21), 21;
    order_id(10477), product_id(39), 20;
    order_id(10478), product_id(10), 20;
    order_id(10479), product_id(38), 30;
    order_id(10479), product_id(53), 28;
    order_id(10479), product_id(59), 60;
    order_id(10479), product_id(64), 30;
    order_id(10480), product_id(47), 30;
    order_id(10480), product_id(59), 12;
    order_id(10481), product_id(49), 24;
    order_id(10481), product_id(60), 40;
    order_id(10482), product_id(40), 10;
    order_id(10483), product_id(34), 35;
    order_id(10483), product_id(77), 30;
    order_id(10484), product_id(21), 14;
    order_id(10484), product_id(40), 10;
    order_id(10484), product_id(51), 3;
    order_id(10485), product_id(2), 20;
    order_id(10485), product_id(3), 20;
    order_id(10485), product_id(55), 30;
    order_id(10485), product_id(70), 60;
    order_id(10486), product_id(11), 5;
    order_id(10486), product_id(51), 25;
    order_id(10486), product_id(74), 16;
    order_id(10487), product_id(19), 5;
    order_id(10487), product_id(26), 30;
    order_id(10487), product_id(54), 24;
    order_id(10488), product_id(59), 30;
    order_id(10488), product_id(73), 20;
    order_id(10489), product_id(11), 15;
